domain	clickable_num	auto_type	type	css_selector	text	raw_html
clikeo.fr	3	close option	close option	#CybotCookiebotDialog a	logo	<a href="https://www.cookiebot.com/" rel="noopener nofollow" target="_blank" id="CybotCookiebotDialogPoweredbyCybot"><svg xmlns="http://www.w3.org/2000/svg" viewBox="0 0 161.7 26"><title>logo</title><path d="M56 11.4c-1.1 0-1.5.7-1.7 1.1h-.1v-3H53v8h1.1v-.9h.1c.2.4.6 1.1 1.7 1.1 1.5 0 2.5-1.2 2.5-3.1.1-2-1-3.2-2.4-3.2zm-.3 5.2c-1 0-1.6-.9-1.6-2.1 0-1.3.5-2.1 1.6-2.1s1.6.9 1.6 2.1c0 1.2-.5 2.1-1.6 2.1zM9.9 11.4c-1.7 0-2.8 1.2-2.8 3.1 0 1.9 1.1 3.1 2.8 3.1 1.7 0 2.8-1.2 2.8-3.1 0-1.8-1.1-3.1-2.8-3.1zm0 5.2c-1.1 0-1.6-1-1.6-2.1s.5-2.1 1.6-2.1 1.6 1 1.6 2.1c0 1.2-.5 2.1-1.6 2.1zM19.9 15.9h-.1l-1.1-4.4h-1.2l-1.2 4.4h-.1l-1.1-4.4h-1.3l1.8 6h1.2l1.2-4.3h.1l1.2 4.3h1.2l1.8-6h-1.2zM26.2 11.4c-1.7 0-2.8 1.3-2.8 3.1 0 1.9 1.1 3.1 2.9 3.1 1.3 0 2.2-.6 2.5-1.6l-1.1-.2c-.2.6-.7.9-1.4.9-1 0-1.7-.6-1.7-1.8h4.3v-.4c0-2.2-1.3-3.1-2.7-3.1zM24.6 14c0-.9.7-1.6 1.6-1.6.9 0 1.5.7 1.5 1.6h-3.1zM2.9 9.5H0v8h1.2v-2.8h1.6c1.9 0 2.8-1.1 2.8-2.6s-.9-2.6-2.7-2.6zm-.2 4.2H1.2v-3.1h1.5c1.2 0 1.7.6 1.7 1.6 0 .8-.5 1.5-1.7 1.5zM37.7 11.4c-1.7 0-2.8 1.3-2.8 3.1 0 1.9 1.1 3.1 2.9 3.1 1.3 0 2.2-.6 2.5-1.6l-1.1-.2c-.2.6-.7.9-1.4.9-1 0-1.7-.6-1.7-1.8h4.3v-.4c-.1-2.2-1.4-3.1-2.7-3.1zM36.1 14c0-.9.7-1.6 1.6-1.6.9 0 1.5.7 1.5 1.6h-3.1zM62.5 16.2l-1.6-4.7h-1.2l2.2 6.1-.2.4c-.3.8-.7.9-1.4.7l-.3 1c.1.1.4.1.8.1 1 0 1.6-.5 1.9-1.4l2.5-6.8h-1.3l-1.4 4.6zM31.9 12.5l-.1-1h-1.1v6h1.2v-3.7c0-.8.6-1.4 1.4-1.4.2 0 .5 0 .6.1v-1.1h-.5c-.7 0-1.3.4-1.5 1.1zM46.2 12.5c-.3-.4-.7-1.1-1.8-1.1-1.4 0-2.5 1.1-2.5 3.1 0 1.9 1.1 3.1 2.5 3.1 1.1 0 1.5-.7 1.7-1.1h.1v.9h1.1v-8h-1.2v3.1zm-1.6 4.1c-1 0-1.6-.9-1.6-2.1 0-1.2.5-2.1 1.6-2.1 1 0 1.6.8 1.6 2.1s-.6 2.1-1.6 2.1zM99.9 19.1c-.3 0-.6.1-.8.2-.3.2-.5.4-.6.6h-.1v-2.5h-1V24h.9v-.8h.1c.1.3.3.5.6.6.3.2.5.2.8.2 1.2 0 2.1-1 2.1-2.6 0-1.3-.8-2.3-2-2.3zm-.2 4.3c-.8 0-1.3-.7-1.3-1.7s.4-1.7 1.3-1.7 1.3.7 1.3 1.7-.5 1.7-1.3 1.7zM104.6 23l-1.3-3.8h-1l1.8 5-.1.3c-.2.7-.6.7-1.1.6l-.2.8c.2.1.4.1.7.1.8 0 1.3-.4 1.6-1.2l2-5.6h-1l-1.4 3.8zM114 21.8c0 .9-.6 1.5-1.6 1.5s-1.6-.6-1.6-1.5v-4.3h-1v4.3c0 1.4 1.1 2.4 2.6 2.4s2.6-1 2.6-2.4v-4.3h-1v4.3zM118.6 21.4l-.8-.2c-.5-.1-.8-.3-.8-.6 0-.4.4-.6 1-.6.2 0 .4 0 .6.2.2.1.3.3.4.5l.9-.2c-.2-.8-.8-1.3-1.9-1.3-1.1 0-1.9.6-1.9 1.5 0 .7.4 1.2 1.4 1.4l.8.2c.5.1.7.3.7.6 0 .4-.4.7-1.1.7-.6 0-.9-.2-1.1-.7l-.9.1c.2.9.9 1.4 2 1.4 1.2 0 2-.6 2-1.5.1-.9-.4-1.3-1.3-1.5zM122.9 19.1c-1.4 0-2.3 1-2.3 2.6 0 1.5.9 2.5 2.4 2.5 1.1 0 1.8-.5 2.1-1.3l-.9-.2c-.1.2-.2.4-.5.5-.2.1-.4.2-.7.2-.8 0-1.4-.5-1.4-1.5h3.5v-.3c0-1.8-1.1-2.5-2.2-2.5zm-1.4 2.1c0-.4.1-.7.4-.9.2-.2.6-.4.9-.4.7 0 1.2.6 1.2 1.3h-2.5zM127.4 19.3c-.2.2-.4.4-.5.6v-.8h-.9V24h1v-3c0-.2 0-.3.1-.4.1-.1.1-.3.3-.4.1-.1.2-.2.4-.2.1-.1.3-.1.4-.1.2 0 .3 0 .5.1v-.9h-.4c-.4 0-.7.1-.9.2zM131.1 19.9c.3 0 .5.1.7.2.2.2.3.4.4.6h.9c-.1-1-.9-1.7-2-1.7-1.4 0-2.3 1-2.3 2.6 0 1.5.9 2.6 2.3 2.6 1.2 0 1.9-.7 2-1.7h-.9c0 .2-.2.5-.4.6-.2.2-.5.2-.7.2-.8 0-1.3-.7-1.3-1.8-.1-.9.5-1.6 1.3-1.6zM136 19.1c-1.4 0-2.3 1-2.3 2.6 0 1.5.9 2.5 2.4 2.5 1.1 0 1.8-.5 2.1-1.3l-.9-.2c-.1.2-.2.4-.5.5-.2.1-.4.2-.7.2-.8 0-1.4-.5-1.4-1.5h3.5v-.3c0-1.8-1.1-2.5-2.2-2.5zm-1.4 2.1c0-.4.1-.7.4-.9.2-.2.6-.4.9-.4.7 0 1.2.6 1.2 1.3h-2.5zM141.5 19.1c-.3 0-.6 0-.9.2-.3.2-.5.4-.6.7h-.1v-.8h-.9v4.9h1v-2.9c0-.8.5-1.2 1.2-1.2s1.1.4 1.1 1.1v3.1h1V21c-.2-1.2-.8-1.9-1.8-1.9zM146.1 23.3c-.3 0-.6-.1-.6-.7V20h1v-.8h-1V18h-1v1.2h-.7v.8h.7v2.9c0 .9.7 1.3 1.4 1.3.2 0 .4 0 .6-.1l-.2-.8h-.2zM148.8 19.3c-.2.2-.4.4-.5.6v-.8h-.9V24h1v-3c0-.2 0-.3.1-.4.1-.1.1-.3.3-.4.1-.1.2-.2.4-.2.1-.1.3-.1.4-.1.2 0 .3 0 .5.1v-.9h-.4c-.4 0-.7.1-.9.2zM150.6 19.2h1v4.9h-1zM151.2 17.2c-.1 0-.2 0-.4.1-.1.1-.2.1-.3.2-.1.1-.1.2-.1.3 0 .2.1.3.2.4.1.1.3.2.4.2.1 0 .2 0 .3-.1.1-.1.2-.2.2-.3 0-.1.1-.2 0-.4 0-.1-.1-.2-.2-.3.1 0 0-.1-.1-.1zM154.7 19.9c.3 0 .5.1.7.2.2.2.3.4.4.6h.9c-.1-1-.9-1.7-2-1.7-1.4 0-2.3 1-2.3 2.6 0 1.5.9 2.6 2.3 2.6 1.2 0 1.9-.7 2-1.7h-.9c0 .2-.2.5-.4.6-.2.2-.5.2-.7.2-.8 0-1.3-.7-1.3-1.8 0-.9.5-1.6 1.3-1.6zM160 21.4l-.8-.2c-.6-.1-.8-.3-.8-.6 0-.4.4-.6 1-.6.2 0 .4 0 .6.2.2.1.3.3.4.5l.9-.2c-.2-.8-.8-1.3-1.9-1.3-1.1 0-1.9.6-1.9 1.5 0 .7.4 1.2 1.4 1.4l.8.2c.5.1.7.3.7.6 0 .4-.4.7-1.1.7-.6 0-.9-.2-1.1-.7l-.9.1c.2.9.9 1.4 2 1.4 1.2 0 2-.6 2-1.5.1-.9-.4-1.3-1.3-1.5zM118.5 14.3l-4.2-5.5 4-4.6h-3.2l-3.8 4.6V.4h-2.7v14h2.7v-2.6l1.2-1.3 2.6 3.9h3.4zM119.1 2.7c.1.1.3.3.5.3.2.1.4.1.6.1.4 0 .8-.2 1.1-.5.3-.3.5-.7.5-1.1s-.2-.8-.5-1.1c-.3-.3-.7-.5-1.1-.5-.2 0-.4 0-.6.1-.2.1-.4.2-.5.3-.1.1-.3.3-.4.5-.1.2-.1.4-.1.6 0 .2 0 .4.1.6.1.4.3.6.4.7zM118.9 4.3h2.6v10.1h-2.6zM136.5 13.1c.4.5.8.9 1.4 1.1.5.3 1.1.4 1.7.4 2.5 0 4.5-1.9 4.5-5.3 0-3.3-1.9-5.3-4.5-5.3-.6 0-1.2.1-1.7.4s-1 .7-1.4 1.1V.4h-2.7v14h2.7v-1.3zm0-5.6c.3-.4.6-.7 1-.9.4-.2.8-.3 1.3-.3 1.5 0 2.5 1.2 2.5 2.9s-1 2.9-2.5 2.9c-.4 0-.9-.1-1.3-.3s-.7-.5-1-.8V7.5zM156.6 11.9c0 1.9 1 2.8 2.9 2.8.8 0 1.5-.2 2.2-.6l-.5-2c-.3.2-.6.3-.9.3h-.1c-.3 0-.5-.2-.7-.4-.2-.2-.2-.5-.2-.7V6.7h2.1V4.4h-2.1V1.6h-2.7v2.8H155v2.3h1.7v5.2zM129.5 11.7c-.6.4-1.3.5-2 .4-.7-.1-1.3-.5-1.7-1l6.5-3.7-.3-.6c-1.7-2.9-4.5-3.8-7.1-2.3l-.2.1c-.6.4-1.1.8-1.5 1.4-.4.5-.7 1.2-.8 1.8-.2.7-.2 1.3-.1 2s.4 1.3.7 1.9c.1.1.1.3.2.4.7 1.1 1.9 2 3.2 2.2 1.3.3 2.7 0 3.9-.7 1.3-.7 2.3-1.8 2.8-3.2l-1.9-.9c-.2.9-.9 1.7-1.7 2.2zm-4.7-4c.2-.6.6-1.1 1.1-1.4.3-.2.6-.3.9-.3h.9c.3 0 .6.2.8.4s.5.4.6.7l-4.3 2.5c-.1-.7-.2-1.3 0-1.9zM86.6 13.1c-.5.5-1.1 1-1.8 1.3-.7.3-1.4.5-2.2.5-.9 0-1.8-.2-2.6-.7-.8-.4-1.5-1.1-2-1.8-.5-.8-.8-1.6-.9-2.6-.1-.9 0-1.8.4-2.7s.9-1.6 1.6-2.2c.7-.6 1.5-1 2.4-1.2.9-.2 1.8-.1 2.7.1.9.3 1.7.7 2.3 1.4.6-.9 1.4-1.6 2.4-2.1C87.7 1.8 86.2.9 84.5.5 82.8.1 81 .2 79.3.9s-3 1.8-4 3.2c-1 1.5-1.5 3.2-1.5 5 0 1.1.2 2.3.6 3.3.4 1.1 1.1 2 1.9 2.8.8.8 1.8 1.5 2.8 1.9 1.1.4 2.2.7 3.3.7h.1c1.2 0 2.4-.3 3.5-.8s2.1-1.2 2.9-2.1c-.8-.3-1.6-1-2.3-1.8zM104.7 4.2c-1-.4-2-.5-3.1-.3-1 .2-2 .7-2.7 1.5-.7.8-1.2 1.7-1.4 2.7-.2 1-.1 2.1.3 3.1s1.1 1.8 2 2.4c.9.6 1.9.9 3 .9 1.4 0 2.7-.6 3.7-1.6s1.5-2.3 1.5-3.8c0-1.1-.3-2.1-.9-2.9-.6-.9-1.4-1.6-2.4-2zm.7 6c-.2.5-.6.9-1 1.3-.5.3-1 .5-1.6.5-.7 0-1.4-.3-2-.8-.5-.5-.8-1.2-.8-2 0-.6.2-1.1.5-1.6s.7-.8 1.3-1 1.1-.3 1.6-.2c.5.1 1 .4 1.4.8.4.4.7.9.8 1.4.1.5 0 1.1-.2 1.6z"></path><path d="M93.7 4.2c-1-.4-2-.5-3.1-.3-1 .2-2 .7-2.7 1.5-.7.8-1.2 1.7-1.4 2.7-.2 1-.1 2.1.3 3.1s1.1 1.8 2 2.4c.9.6 1.9.9 3 .9 1.4 0 2.7-.6 3.7-1.6S97 10.6 97 9.2v-.1c0-1.1-.3-2.1-.9-3-.6-.8-1.5-1.5-2.4-1.9zm.6 6c-.2.5-.6.9-1 1.3s-1 .5-1.6.5c-.7 0-1.4-.3-2-.8-.5-.5-.8-1.2-.8-2 0-.6.2-1.1.5-1.6s.7-.8 1.3-1 1.1-.3 1.6-.2c.5.1 1 .4 1.4.8.4.4.7.9.8 1.4.1.5 0 1.1-.2 1.6zM149.9 14.5c1.4 0 2.7-.6 3.7-1.6s1.5-2.3 1.5-3.8c0-1.1-.3-2.1-.9-2.9-.6-.9-1.4-1.5-2.4-1.9-1-.4-2-.5-3.1-.3-1 .2-2 .7-2.7 1.5-.7.8-1.2 1.7-1.4 2.7-.2 1-.1 2.1.3 3.1s1.1 1.8 2 2.4 2 .8 3 .8zm-2.7-5.4c0-.6.2-1.1.5-1.6s.7-.8 1.3-1c.5-.2 1.1-.3 1.6-.2.5.1 1 .4 1.4.8s.7.9.8 1.4c.1.5.1 1.1-.2 1.6-.2.5-.6.9-1 1.3s-1 .5-1.6.5c-.7 0-1.4-.3-2-.8-.5-.5-.8-1.2-.8-2z"></path></svg></a>
clikeo.fr	4	opt-in option	opt-in option	#CybotCookiebotDialog a	Consent	<a id="CybotCookiebotDialogNavDeclaration" class="CybotCookiebotDialogNavItemLink CybotCookiebotDialogActive" href="#" data-target="CybotCookiebotDialogBody" tabindex="0" role="tab" aria-selected="" lang="fr">Consentement</a>
clikeo.fr	5	other	other	#CybotCookiebotDialog a	Details	<a id="CybotCookiebotDialogNavDetails" class="CybotCookiebotDialogNavItemLink" href="#" data-target="CybotCookiebotDialogTabContentDetails" tabindex="0" role="tab" aria-selected="" lang="fr">Détails</a>
clikeo.fr	6	other	other	#CybotCookiebotDialog a	[#IABV2SETTINGS#]	<a id="CybotCookiebotDialogNavAdSettings" class="CybotCookiebotDialogNavItemLink" href="#" data-target="CybotCookiebotDialogDetailBodyContentTextIABv2" tabindex="0" role="tab" aria-selected="" lang="fr">[#IABV2SETTINGS#]</a>
clikeo.fr	7	policy link	policy link	#CybotCookiebotDialog a	About Cookies	<a id="CybotCookiebotDialogNavAbout" class="CybotCookiebotDialogNavItemLink" href="#" data-target="CybotCookiebotDialogDetailBodyContentTextAbout" tabindex="0" role="tab" aria-selected="" lang="fr">À propos des cookies</a>
clikeo.fr	8	other	other	#CybotCookiebotDialog a	Show the details	<a id="CybotCookiebotDialogBodyEdgeMoreDetailsLink" href="#">Afficher les détails</a>
clikeo.fr	9	other	other	#CybotCookiebotDialog a	Powered by Cookiebot by Usercentrics	<a href="https://www.cookiebot.com/" rel="noopener nofollow" target="_blank">Powered by <span>Cookiebot by Usercentrics</span></a>
clikeo.fr	10	preference slider	preference slider	#CybotCookiebotDialog input[type="checkbox"]		<input type="checkbox" id="CybotCookiebotDialogBodyContentCheckboxPersonalInformation" class="CybotCookiebotDialogBodyLevelButton" tabindex="0">
clikeo.fr	11	duplicate	duplicate	#CybotCookiebotDialog [class*="Button"]		<input type="checkbox" id="CybotCookiebotDialogBodyContentCheckboxPersonalInformation" class="CybotCookiebotDialogBodyLevelButton" tabindex="0">
clikeo.fr	12	duplicate	duplicate	#CybotCookiebotDialog [class*="Button"]	Refuse	<button id="CybotCookiebotDialogBodyButtonDecline" class="CybotCookiebotDialogBodyButton" tabindex="0" lang="fr">Refuser</button>
clikeo.fr	13	duplicate	duplicate	#CybotCookiebotDialog [class*="Button"]	Personalize	<button id="CybotCookiebotDialogBodyLevelButtonCustomize" class="CybotCookiebotDialogBodyButton" tabindex="0" lang="fr">Personnaliser<div class="CybotCookiebotDialogArrow"></div></button>
clikeo.fr	14	duplicate	duplicate	#CybotCookiebotDialog [class*="Button"]	Allow everything	<button id="CybotCookiebotDialogBodyLevelButtonLevelOptinAllowAll" class="CybotCookiebotDialogBodyButton" tabindex="0" lang="fr">Tout autoriser</button>
minnesotanonprofits.org	0	opt-in option	opt-in option	#tracking-consent-dialog button 	Accept	<button type="button" onclick="TrackingConsentManager.updateUserConsent(true)" id="tracking-consent-dialog-accept" class="btn btn-primary">Accept</button>
minnesotanonprofits.org	1	opt-out option	opt-out option	#tracking-consent-dialog button 	Decline	<button type="button" onclick="TrackingConsentManager.updateUserConsent(false)" id="tracking-consent-dialog-reject" class="btn btn-primary">Decline</button>
minnesotanonprofits.org	2	policy link	policy link	#tracking-consent-dialog a	Privacy Policy	<a href="/privacy-policy" target="_blank">Privacy Policy</a>
minnesotanonprofits.org	3	duplicate	duplicate	#tracking-consent-dialog [id*="accept"]	Accept	<button type="button" onclick="TrackingConsentManager.updateUserConsent(true)" id="tracking-consent-dialog-accept" class="btn btn-primary">Accept</button>
prombo.de	0	other	other	#eu_cookie button 	Select all	<button id="eu-cookie-alle-auswaehlen-b">Alle Auswählen</button>
prombo.de	1	policy link	policy link	#eu_cookie a	Data protection	<a style="color:#000; text-decoration: underline" href="/datenschutz"> Datenschutzerklärung</a>
prombo.de	2	other	other	#eu_cookie a	View Details	<a id="eu-cookie-details-anzeigen-b" href="#">Details anzeigen</a>
prombo.de	3	confirm preferences	confirm preferences	#eu_cookie a	confirm selection	<a href="#" id="eu-cookie-auswahl-bestaetigen-b">Auswahl bestätigen</a>
prombo.de	4	preference slider	preference slider	#eu_cookie input[type="checkbox"]	Necessary	<input type="checkbox" name="eu-cookie-checkbox-2" disabled="" checked="" id="eu-cookie-checkbox-2">
prombo.de	5	preference slider	preference slider	#eu_cookie input[type="checkbox"]	Marketing	<input type="checkbox" name="eu-cookie-checkbox-3" id="eu-cookie-checkbox-3">
everydaydiabeticrecipes.com	0	policy link	policy link	div[id*="cmp"] a	our partners	<a data-v-7265e724="">our partners</a>
everydaydiabeticrecipes.com	1	duplicate	duplicate	div[id*="cmp"] a	our partners	<a data-v-7265e724="">our partners</a>
everydaydiabeticrecipes.com	2	policy link	policy link	div[id*="cmp"] a	privacy policy	<a data-v-7265e724="" target="_blank" href="https://www.everydaydiabeticrecipes.com/index.php/hct/privacy_policy">privacy policy</a>
everydaydiabeticrecipes.com	3	more options	more options	div[id*="cmp"] a	Manage Settings	<a data-v-7265e724="" class="cmpButtonLink manageLink"><span data-v-7265e724="">Manage Settings</span></a>
everydaydiabeticrecipes.com	4	opt-in option	opt-in option	div[id*="cmp"] a	Accept All	<a data-v-7265e724="" class="cmpButtonLink acceptLink" style="position: relative;"><span data-v-7265e724="" style="margin-left: -14px;">Accept All</span><svg data-v-7265e724="" clip-rule="evenodd" fill-rule="evenodd" stroke-linejoin="round" stroke-miterlimit="2" viewBox="0 0 500 500" xmlns="http://www.w3.org/2000/svg" class="cmpSVGButtonArrow"><path data-v-7265e724="" d="M479.3 250L246.5 482.7l-67.1-67L345 250 179.4 84.4l67.1-67.1L479.3 250z" class="__cmpIcon"></path></svg></a>
everydaydiabeticrecipes.com	5	opt-in option	opt-in option	div[id*="cmp"] [class*="Button"]	Manage SettingsAccept All	<div data-v-7265e724="" class="cmpButtonContainer"><a data-v-7265e724="" class="cmpButtonLink manageLink"><span data-v-7265e724="">Manage Settings</span></a><a data-v-7265e724="" class="cmpButtonLink acceptLink" style="position: relative;"><span data-v-7265e724="" style="margin-left: -14px;">Accept All</span><svg data-v-7265e724="" clip-rule="evenodd" fill-rule="evenodd" stroke-linejoin="round" stroke-miterlimit="2" viewBox="0 0 500 500" xmlns="http://www.w3.org/2000/svg" class="cmpSVGButtonArrow"><path data-v-7265e724="" d="M479.3 250L246.5 482.7l-67.1-67L345 250 179.4 84.4l67.1-67.1L479.3 250z" class="__cmpIcon"></path></svg></a></div>
everydaydiabeticrecipes.com	6	duplicate	duplicate	div[id*="cmp"] [class*="Button"]	Manage Settings	<a data-v-7265e724="" class="cmpButtonLink manageLink"><span data-v-7265e724="">Manage Settings</span></a>
everydaydiabeticrecipes.com	7	duplicate	duplicate	div[id*="cmp"] [class*="Button"]	Accept All	<a data-v-7265e724="" class="cmpButtonLink acceptLink" style="position: relative;"><span data-v-7265e724="" style="margin-left: -14px;">Accept All</span><svg data-v-7265e724="" clip-rule="evenodd" fill-rule="evenodd" stroke-linejoin="round" stroke-miterlimit="2" viewBox="0 0 500 500" xmlns="http://www.w3.org/2000/svg" class="cmpSVGButtonArrow"><path data-v-7265e724="" d="M479.3 250L246.5 482.7l-67.1-67L345 250 179.4 84.4l67.1-67.1L479.3 250z" class="__cmpIcon"></path></svg></a>
everydaydiabeticrecipes.com	8	opt-in option	opt-in option	div[id*="cmp"] [class*="Button"]	Accept All	<svg data-v-7265e724="" clip-rule="evenodd" fill-rule="evenodd" stroke-linejoin="round" stroke-miterlimit="2" viewBox="0 0 500 500" xmlns="http://www.w3.org/2000/svg" class="cmpSVGButtonArrow"><path data-v-7265e724="" d="M479.3 250L246.5 482.7l-67.1-67L345 250 179.4 84.4l67.1-67.1L479.3 250z" class="__cmpIcon"></path></svg>
everydaydiabeticrecipes.com	9	duplicate	duplicate	div[id*="cmp"] [class*="accept"]	Accept All	<a data-v-7265e724="" class="cmpButtonLink acceptLink" style="position: relative;"><span data-v-7265e724="" style="margin-left: -14px;">Accept All</span><svg data-v-7265e724="" clip-rule="evenodd" fill-rule="evenodd" stroke-linejoin="round" stroke-miterlimit="2" viewBox="0 0 500 500" xmlns="http://www.w3.org/2000/svg" class="cmpSVGButtonArrow"><path data-v-7265e724="" d="M479.3 250L246.5 482.7l-67.1-67L345 250 179.4 84.4l67.1-67.1L479.3 250z" class="__cmpIcon"></path></svg></a>
golf-alcanada.com	0	opt-in option	opt-in option	.cadre_alert_cookies button 	Accept	<button onclick="CloseCadreAlertCookie();" style="color:#eeeeee" class="btn btn-warning  popup-modal-dismiss">Accept</button>
golf-alcanada.com	1	policy link	policy link	.cadre_alert_cookies a	Read More	<a style="color:#eeeeee" class="btn btn-inverse  read_more" href="/en/cookies-policy">Read More</a>
golf-alcanada.com	2	opt-in option	opt-in option	.cadre_alert_cookies [class*="close"]	Accept	<div class="pull-left  col-sm-6 btn_close" style="margin:0;text-align:center"><button onclick="CloseCadreAlertCookie();" style="color:#eeeeee" class="btn btn-warning  popup-modal-dismiss">Accept</button></div>
venteclife.com	0	opt-in option	opt-in option	#gdpr-notice button 	I agree	<button onclick="dismissGdpr()">I agree</button>
venteclife.com	1	policy link	policy link	#gdpr-notice a	Privacy Policy.	<a href="https://www.venteclife.com/page/privacy-policy" target="_blank" rel="noopener noreferrer">Privacy Policy.</a>
amazonseoconsultant.com	0	opt-in option	opt-in option	#cookie-law-info-bar a	Accept	<a role="button" tabindex="0" data-cli_action="accept" id="cookie_action_close_header" class="medium cli-plugin-button cli-plugin-main-button cookie_action_close_header cli_action_button" style="display: inline-block; color: rgb(255, 255, 255); background-color: rgb(0, 0, 0);">Accept</a>
amazonseoconsultant.com	1	policy link	policy link	#cookie-law-info-bar a	Read More	<a href="https://amazonseoconsultant.com/privacy-policy/" id="CONSTANT_OPEN_URL" target="_blank" class="cli-plugin-main-link" style="display: inline-block; color: rgb(68, 68, 68);">Read More</a>
amazonseoconsultant.com	2	duplicate	duplicate	#cookie-law-info-bar [role='button']	Accept	<a role="button" tabindex="0" data-cli_action="accept" id="cookie_action_close_header" class="medium cli-plugin-button cli-plugin-main-button cookie_action_close_header cli_action_button" style="display: inline-block; color: rgb(255, 255, 255); background-color: rgb(0, 0, 0);">Accept</a>
amazonseoconsultant.com	3	duplicate	duplicate	#cookie-law-info-bar [class*="close"]	Accept	<a role="button" tabindex="0" data-cli_action="accept" id="cookie_action_close_header" class="medium cli-plugin-button cli-plugin-main-button cookie_action_close_header cli_action_button" style="display: inline-block; color: rgb(255, 255, 255); background-color: rgb(0, 0, 0);">Accept</a>
amazonseoconsultant.com	4	duplicate	duplicate	#cookie-law-info-bar [class*="button"]	Accept	<a role="button" tabindex="0" data-cli_action="accept" id="cookie_action_close_header" class="medium cli-plugin-button cli-plugin-main-button cookie_action_close_header cli_action_button" style="display: inline-block; color: rgb(255, 255, 255); background-color: rgb(0, 0, 0);">Accept</a>
ezecom.com.kh	0	opt-in option	opt-in option	.cookieAccept button 	Accept	<button type="button" class="v-btn v-btn--text theme--light v-size--default white--text"><span class="v-btn__content"> Accept </span></button>
ezecom.com.kh	1	opt-out option	opt-out option	.cookieAccept button 	Decline	<button type="button" class="v-btn v-btn--text theme--light v-size--default white--text"><span class="v-btn__content"> Decline </span></button>
ezecom.com.kh	2	opt-in option	opt-in option	.cookieAccept span[class*="btn"]	Accept	<span class="v-btn__content"> Accept </span>
ezecom.com.kh	3	opt-out option	opt-out option	.cookieAccept span[class*="btn"]	Decline	<span class="v-btn__content"> Decline </span>
ezecom.com.kh	4	duplicate	duplicate	.cookieAccept span[class*="btn"]	Accept	<span class="v-btn__content"> Accept </span>
ezecom.com.kh	5	duplicate	duplicate	.cookieAccept span[class*="btn"]	Decline	<span class="v-btn__content"> Decline </span>
onlinegamesracing.com	0	policy link	policy link	#cookie-bar a	Learn more	<a href="https://1000webgames.com/cookies.php" class="cb-policy">Learn more</a>
